latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor
25.34,92.94,451.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.4,31.3,1.144,0.064
25.34,92.95,552.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.5,31.3,1.145,0.0639
25.34,92.96,417.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.9,30.9,1.154,0.0639
25.34,92.97,481.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.4,30.8,1.154,0.0639
25.34,92.98,547.0,3.5,23.2,180.0,0.0,-1.0,23.2,31.7,31.1,1.16,0.0639
25.34,92.99,570.0,3.5,23.3,180.0,0.0,-1.0,23.3,30.7,31.2,1.161,0.0639
25.34,93.0,471.0,3.5,23.4,180.0,0.0,-1.0,23.4,29.9,31.0,1.161,0.0639
25.34,93.01,446.0,3.5,23.4,180.0,0.0,-1.0,23.4,29.9,31.0,1.161,0.0639
25.34,93.02,406.0,3.5,23.7,180.0,0.0,-1.0,23.7,30.1,30.9,1.149,0.0639
25.34,93.03,440.0,3.5,23.7,180.0,0.0,-1.0,23.7,30.1,30.9,1.149,0.0639
25.34,93.04,466.0,3.5,24.6,180.0,0.0,-1.0,24.6,30.8,30.1,1.131,0.0641
25.34,93.05,350.0,3.5,25.4,180.0,0.0,-1.0,25.4,30.9,29.4,1.109,0.0641
25.34,93.06,252.0,3.5,26.0,180.0,0.0,-1.0,26.0,32.0,28.9,1.095,0.0642
25.34,93.07,237.0,3.5,26.3,180.0,0.0,-1.0,26.3,33.0,28.4,1.086,0.0643
25.34,93.08,225.0,3.5,26.5,180.0,0.0,-1.0,26.5,33.6,28.3,1.086,0.0643
25.34,93.09,224.0,3.5,26.7,180.0,0.0,-1.0,26.7,35.0,28.0,1.08,0.0643
25.34,93.1,273.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.071,0.0643
25.34,93.11,267.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.071,0.0643
25.34,93.12,229.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.072,0.0643
25.34,93.13,268.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.072,0.0643
25.34,93.14,292.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.072,0.0643
25.34,93.15,304.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.34,93.16,253.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.34,93.17,275.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.34,93.18,377.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.34,93.19,360.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.2,503.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.21,669.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.22,835.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.23,710.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.24,583.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.25,467.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.26,531.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.34,93.27,528.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.075,0.0643
25.34,93.28,447.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.075,0.0643
25.35,92.5,1048.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.4,25.0,1.102,0.0642
25.35,92.51,1156.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.4,25.0,1.102,0.0642
25.35,92.52,1121.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.3,25.0,1.102,0.0642
25.35,92.53,1010.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.092,0.0641
25.35,92.54,919.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.092,0.0641
25.35,92.55,854.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.091,0.0641
25.35,92.56,858.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.091,0.0641
25.35,92.57,922.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.091,0.0641
25.35,92.58,928.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.1,25.5,1.08,0.0642
25.35,92.59,1104.0,3.5,25.4,180.0,0.0,-1.0,25.4,38.3,25.7,1.085,0.0641
25.35,92.6,920.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.3,25.6,1.079,0.0642
25.35,92.61,957.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.3,25.8,1.077,0.0642
25.35,92.62,1013.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.2,26.2,1.079,0.0642
25.35,92.63,899.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.2,26.2,1.079,0.0642
25.35,92.64,838.0,3.5,25.6,180.0,0.0,-1.0,25.6,37.5,26.5,1.082,0.0642
25.35,92.65,888.0,3.5,26.0,180.0,0.0,-1.0,26.0,36.4,27.1,1.08,0.0642
25.35,92.66,816.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.7,28.0,1.079,0.0642
25.35,92.67,1046.0,3.5,26.4,180.0,0.0,-1.0,26.4,35.5,28.0,1.078,0.0643
25.35,92.68,1027.0,3.5,26.3,180.0,0.0,-1.0,26.3,34.9,28.6,1.081,0.0643
25.35,92.69,996.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.2,28.9,1.085,0.0643
25.35,92.7,1001.0,3.5,26.9,180.0,0.0,-1.0,26.9,33.5,28.6,1.076,0.0643
25.35,92.71,935.0,3.5,26.7,180.0,0.0,-1.0,26.7,33.8,28.9,1.071,0.0643
25.35,92.72,845.0,3.5,26.6,180.0,0.0,-1.0,26.6,34.4,29.0,1.081,0.0643
25.35,92.73,1011.0,3.5,26.4,180.0,0.0,-1.0,26.4,34.6,28.8,1.085,0.0643
25.35,92.74,927.0,3.5,25.9,180.0,0.0,-1.0,25.9,34.9,28.9,1.09,0.0642
25.35,92.75,781.0,3.5,26.4,180.0,0.0,-1.0,26.4,35.5,27.9,1.092,0.0643
25.35,92.76,995.0,3.5,26.2,180.0,0.0,-1.0,26.2,35.9,27.6,1.098,0.0642
25.35,92.77,1028.0,3.5,26.0,180.0,0.0,-1.0,26.0,37.2,27.3,1.113,0.0642
25.35,92.78,1002.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.9,27.4,1.124,0.0642
25.35,92.79,970.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.8,27.2,1.135,0.0642
25.35,92.8,1011.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.8,27.2,1.135,0.0642
25.35,92.81,1008.0,3.5,25.4,180.0,0.0,-1.0,25.4,36.7,27.6,1.137,0.0641
25.35,92.82,942.0,3.5,25.0,180.0,0.0,-1.0,25.0,36.4,28.0,1.138,0.0641
25.35,92.83,846.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.3,28.4,1.14,0.0641
25.35,92.84,877.0,3.5,24.1,180.0,0.0,-1.0,24.1,35.5,29.5,1.143,0.064
25.35,92.85,815.0,3.5,24.1,180.0,0.0,-1.0,24.1,35.4,29.5,1.143,0.064
25.35,92.86,691.0,3.5,23.9,180.0,0.0,-1.0,23.9,34.3,30.3,1.15,0.064
25.35,92.87,567.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.4,31.5,1.148,0.0639
25.35,92.88,688.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.4,31.5,1.148,0.0639
25.35,92.89,628.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.2,31.4,1.141,0.0639
25.35,92.9,617.0,3.5,23.8,180.0,0.0,-1.0,23.8,33.0,31.0,1.141,0.064
25.35,92.91,518.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.9,31.0,1.142,0.064
25.35,92.92,493.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.9,31.0,1.142,0.064
25.35,92.93,308.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.4,31.3,1.144,0.064
25.35,92.94,457.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.4,31.3,1.144,0.064
25.35,92.95,580.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.5,31.3,1.145,0.0639
25.35,92.96,551.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.9,30.9,1.154,0.0639
25.35,92.97,455.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.4,30.8,1.154,0.0639
25.35,92.98,583.0,3.5,23.2,180.0,0.0,-1.0,23.2,31.7,31.1,1.16,0.0639
25.35,92.99,517.0,3.5,23.3,180.0,0.0,-1.0,23.3,30.7,31.2,1.161,0.0639
25.35,93.0,443.0,3.5,23.4,180.0,0.0,-1.0,23.4,29.9,31.0,1.161,0.0639
25.35,93.01,420.0,3.5,23.4,180.0,0.0,-1.0,23.4,29.9,31.0,1.161,0.0639
25.35,93.02,364.0,3.5,23.7,180.0,0.0,-1.0,23.7,30.1,30.9,1.149,0.0639
25.35,93.03,313.0,3.5,23.7,180.0,0.0,-1.0,23.7,30.1,30.9,1.149,0.0639
25.35,93.04,419.0,3.5,24.6,180.0,0.0,-1.0,24.6,30.8,30.1,1.131,0.0641
25.35,93.05,505.0,3.5,25.4,180.0,0.0,-1.0,25.4,30.9,29.4,1.109,0.0641
25.35,93.06,322.0,3.5,26.0,180.0,0.0,-1.0,26.0,32.0,28.9,1.095,0.0642
25.35,93.07,288.0,3.5,26.3,180.0,0.0,-1.0,26.3,33.0,28.4,1.086,0.0643
25.35,93.08,212.0,3.5,26.5,180.0,0.0,-1.0,26.5,33.6,28.3,1.087,0.0643
25.35,93.09,277.0,3.5,26.7,180.0,0.0,-1.0,26.7,35.0,28.0,1.08,0.0643
25.35,93.1,218.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.071,0.0643
25.35,93.11,213.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.071,0.0643
25.35,93.12,269.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.072,0.0643
25.35,93.13,274.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.7,1.072,0.0643
25.35,93.14,235.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.072,0.0643
25.35,93.15,251.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.072,0.0643
25.35,93.16,266.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.35,93.17,266.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.35,93.18,341.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.35,93.19,419.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.3,27.6,1.073,0.0643
25.35,93.2,585.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.21,721.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.22,560.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.23,491.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.24,483.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.25,464.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.26,489.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.27,488.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.28,399.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.35,93.29,354.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.074,0.0643
25.36,92.51,1007.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.3,25.0,1.102,0.0642
25.36,92.52,1080.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.092,0.0641
25.36,92.53,936.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.092,0.0641
25.36,92.54,940.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.092,0.0641
25.36,92.55,905.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.091,0.0641
25.36,92.56,852.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.091,0.0641
25.36,92.57,926.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.4,1.091,0.0641
25.36,92.58,1113.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.1,25.5,1.08,0.0642
25.36,92.59,970.0,3.5,25.4,180.0,0.0,-1.0,25.4,38.3,25.7,1.085,0.0641
25.36,92.6,863.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.3,25.6,1.079,0.0642
25.36,92.61,988.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.3,25.8,1.077,0.0642
25.36,92.62,1046.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.2,26.2,1.079,0.0642
25.36,92.63,868.0,3.5,25.5,180.0,0.0,-1.0,25.5,38.2,26.2,1.079,0.0642
25.36,92.64,825.0,3.5,25.6,180.0,0.0,-1.0,25.6,37.5,26.5,1.082,0.0642
25.36,92.65,819.0,3.5,26.0,180.0,0.0,-1.0,26.0,36.4,27.1,1.08,0.0642
25.36,92.66,802.0,3.5,26.0,180.0,0.0,-1.0,26.0,36.4,27.2,1.08,0.0642
25.36,92.67,849.0,3.5,26.4,180.0,0.0,-1.0,26.4,35.5,28.0,1.078,0.0643
25.36,92.68,1010.0,3.5,26.3,180.0,0.0,-1.0,26.3,34.9,28.6,1.081,0.0643
25.36,92.69,1011.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.2,28.9,1.085,0.0643
25.36,92.7,995.0,3.5,26.9,180.0,0.0,-1.0,26.9,33.5,28.6,1.076,0.0643
25.36,92.71,910.0,3.5,26.7,180.0,0.0,-1.0,26.7,33.8,28.9,1.071,0.0643
25.36,92.72,811.0,3.5,26.6,180.0,0.0,-1.0,26.6,34.4,29.0,1.081,0.0643
25.36,92.73,960.0,3.5,26.4,180.0,0.0,-1.0,26.4,34.6,28.8,1.085,0.0643
25.36,92.74,736.0,3.5,25.9,180.0,0.0,-1.0,25.9,34.9,28.9,1.09,0.0642
25.36,92.75,843.0,3.5,26.4,180.0,0.0,-1.0,26.4,35.5,27.9,1.092,0.0643
25.36,92.76,964.0,3.5,26.2,180.0,0.0,-1.0,26.2,35.9,27.6,1.098,0.0642
25.36,92.77,995.0,3.5,26.0,180.0,0.0,-1.0,26.0,37.2,27.3,1.113,0.0642
25.36,92.78,1014.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.9,27.4,1.124,0.0642
25.36,92.79,965.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.8,27.2,1.135,0.0642
25.36,92.8,979.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.8,27.2,1.135,0.0642
25.36,92.81,1023.0,3.5,25.4,180.0,0.0,-1.0,25.4,36.7,27.6,1.137,0.0641
25.36,92.82,1000.0,3.5,25.0,180.0,0.0,-1.0,25.0,36.4,28.0,1.138,0.0641
25.36,92.83,970.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.3,28.4,1.14,0.0641
25.36,92.84,911.0,3.5,24.1,180.0,0.0,-1.0,24.1,35.5,29.5,1.143,0.064
25.36,92.85,812.0,3.5,24.1,180.0,0.0,-1.0,24.1,35.5,29.5,1.143,0.064
25.36,92.86,753.0,3.5,23.9,180.0,0.0,-1.0,23.9,34.3,30.3,1.15,0.064
25.36,92.87,700.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.4,31.5,1.148,0.0639
25.36,92.88,693.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.4,31.5,1.148,0.0639
25.36,92.89,563.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.2,31.4,1.141,0.0639
25.36,92.9,529.0,3.5,23.8,180.0,0.0,-1.0,23.8,33.0,31.0,1.141,0.064
25.36,92.91,411.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.9,31.0,1.142,0.064
25.36,92.92,416.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.9,31.0,1.142,0.064
25.36,92.93,280.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.4,31.3,1.144,0.064
25.36,92.94,482.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.4,31.3,1.144,0.064
25.36,92.95,494.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.5,31.3,1.145,0.0639
25.36,92.96,552.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.9,30.9,1.154,0.0639
25.36,92.97,550.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.4,30.8,1.154,0.0639
25.36,92.98,501.0,3.5,23.2,180.0,0.0,-1.0,23.2,31.7,31.1,1.16,0.0639
25.36,92.99,374.0,3.5,23.3,180.0,0.0,-1.0,23.3,30.7,31.2,1.161,0.0639
25.36,93.0,366.0,3.5,23.4,180.0,0.0,-1.0,23.4,29.9,31.0,1.161,0.0639
25.36,93.01,302.0,3.5,23.4,180.0,0.0,-1.0,23.4,29.9,31.0,1.161,0.0639
25.36,93.02,285.0,3.5,23.7,180.0,0.0,-1.0,23.7,30.1,30.9,1.149,0.0639
25.36,93.03,341.0,3.5,23.7,180.0,0.0,-1.0,23.7,30.1,30.9,1.149,0.0639
25.36,93.04,329.0,3.5,24.6,180.0,0.0,-1.0,24.6,30.8,30.1,1.131,0.0641
25.36,93.05,283.0,3.5,25.4,180.0,0.0,-1.0,25.4,30.9,29.4,1.109,0.0641
25.36,93.06,309.0,21.8,26.0,312.1,-0.742,0.6704,26.0,32.0,28.9,1.095,0.3907
25.36,93.07,236.0,28.3,26.3,270.0,-1.0,-0.0,26.3,33.0,28.4,1.086,0.499
25.36,93.08,284.0,21.8,26.5,227.9,-0.742,-0.6704,26.5,33.6,28.3,1.087,0.3911
25.36,93.09,199.0,26.8,26.7,270.0,-1.0,-0.0,26.7,35.0,28.0,1.081,0.475
25.36,93.1,258.0,20.5,26.9,227.9,-0.742,-0.6704,26.9,36.3,27.7,1.071,0.369
25.36,93.11,341.0,24.8,26.9,312.1,-0.742,0.6704,26.9,36.3,27.7,1.071,0.442
25.36,93.12,322.0,31.9,26.9,270.0,-1.0,-0.0,26.9,36.3,27.7,1.072,0.5569
25.36,93.13,234.0,24.8,26.9,227.9,-0.742,-0.6704,26.9,36.3,27.7,1.072,0.442
25.36,93.14,253.0,24.1,26.9,270.0,-1.0,-0.0,26.9,36.3,27.7,1.072,0.4303
25.36,93.15,243.0,25.7,26.9,270.0,-1.0,-0.0,26.9,36.3,27.6,1.072,0.457
25.36,93.16,295.0,25.2,26.9,270.0,-1.0,-0.0,26.9,36.3,27.6,1.073,0.4487
25.36,93.17,294.0,23.7,26.9,270.0,-1.0,-0.0,26.9,36.3,27.6,1.073,0.4236
25.36,93.18,360.0,25.6,26.9,270.0,-1.0,-0.0,26.9,36.3,27.6,1.073,0.4553
25.36,93.19,637.0,19.6,26.9,227.9,-0.742,-0.6704,26.9,36.3,27.6,1.073,0.3535
25.36,93.2,649.0,16.5,26.9,90.0,1.0,0.0,26.9,36.3,27.6,1.073,0.2993
25.36,93.21,643.0,12.4,26.9,47.9,0.742,0.6704,26.9,36.4,27.6,1.074,0.2263
25.36,93.22,488.0,7.5,26.9,312.1,-0.742,0.6704,26.9,36.4,27.6,1.074,0.1375
25.36,93.23,551.0,14.7,26.9,312.1,-0.742,0.6704,26.9,36.4,27.6,1.074,0.2674
25.36,93.24,433.0,19.5,26.9,270.0,-1.0,-0.0,26.9,36.4,27.6,1.074,0.3518
25.36,93.25,478.0,16.8,26.9,270.0,-1.0,-0.0,26.9,36.4,27.6,1.074,0.3046
25.36,93.26,393.0,17.6,26.9,270.0,-1.0,-0.0,26.9,36.4,27.6,1.074,0.3186
25.36,93.27,385.0,17.9,26.9,270.0,-1.0,-0.0,26.9,36.4,27.6,1.074,0.3239
25.36,93.28,337.0,21.1,26.9,270.0,-1.0,-0.0,26.9,36.4,27.6,1.074,0.3794
25.36,93.29,313.0,22.1,26.9,270.0,-1.0,-0.0,26.9,36.4,27.6,1.074,0.3965
25.37,92.51,942.0,40.7,25.5,90.0,1.0,0.0,25.5,39.3,25.0,1.102,0.6854
25.37,92.52,988.0,38.8,25.3,90.0,1.0,0.0,25.3,39.1,25.4,1.092,0.6583
25.37,92.53,1047.0,35.1,25.3,90.0,1.0,0.0,25.3,39.1,25.4,1.092,0.6041
25.37,92.54,1028.0,35.3,25.3,90.0,1.0,0.0,25.3,39.1,25.4,1.091,0.6071
25.37,92.55,1010.0,35.0,25.3,90.0,1.0,0.0,25.3,39.1,25.4,1.091,0.6026
25.37,92.56,851.0,34.3,25.3,90.0,1.0,0.0,25.3,39.1,25.4,1.091,0.592
25.37,92.57,1019.0,32.5,25.3,90.0,1.0,0.0,25.3,39.1,25.4,1.091,0.5645
25.37,92.58,948.0,32.5,25.5,90.0,1.0,0.0,25.5,38.1,25.5,1.08,0.5647
25.37,92.59,860.0,41.3,25.4,132.1,0.742,-0.6704,25.4,38.3,25.7,1.085,0.6935
25.37,92.6,966.0,49.8,25.5,90.0,1.0,0.0,25.5,38.3,25.6,1.079,0.8027
25.37,92.61,944.0,42.7,25.7,90.0,1.0,0.0,25.7,38.3,25.8,1.077,0.713
25.37,92.62,1019.0,34.4,25.5,47.9,0.742,0.6704,25.5,38.2,26.2,1.079,0.5938
25.37,92.63,915.0,31.6,25.5,90.0,1.0,0.0,25.5,38.2,26.2,1.079,0.5507
25.37,92.64,847.0,37.1,25.6,90.0,1.0,0.0,25.6,37.5,26.5,1.082,0.6341
25.37,92.65,839.0,43.9,25.8,90.0,1.0,0.0,25.8,37.3,26.6,1.08,0.7292
25.37,92.66,824.0,35.6,26.0,90.0,1.0,0.0,26.0,36.4,27.2,1.08,0.6124
25.37,92.67,765.0,29.7,26.4,90.0,1.0,0.0,26.4,35.5,28.0,1.078,0.5216
25.37,92.68,892.0,25.9,26.3,90.0,1.0,0.0,26.3,34.9,28.6,1.081,0.4598
25.37,92.69,910.0,31.5,26.5,90.0,1.0,0.0,26.5,34.2,28.9,1.085,0.5502
25.37,92.7,949.0,26.6,26.9,90.0,1.0,0.0,26.9,33.5,28.6,1.076,0.4718
25.37,92.71,839.0,26.4,26.7,90.0,1.0,0.0,26.7,33.8,28.9,1.071,0.4684
25.37,92.72,848.0,28.6,26.6,90.0,1.0,0.0,26.6,34.4,29.0,1.081,0.5042
25.37,92.73,796.0,23.6,26.4,90.0,1.0,0.0,26.4,34.6,28.8,1.085,0.4215
25.37,92.74,842.0,29.4,25.9,90.0,1.0,0.0,25.9,34.9,28.9,1.09,0.5163
25.37,92.75,903.0,28.2,26.4,90.0,1.0,0.0,26.4,35.5,27.9,1.092,0.4975
25.37,92.76,957.0,32.6,26.2,132.1,0.742,-0.6704,26.2,35.9,27.6,1.098,0.567
25.37,92.77,530.0,40.8,26.0,90.0,1.0,0.0,26.0,37.2,27.3,1.113,0.6874
25.37,92.78,530.0,43.6,25.8,90.0,1.0,0.0,25.8,37.9,27.4,1.124,0.7252
25.37,92.79,530.0,42.7,25.8,90.0,1.0,0.0,25.8,37.8,27.2,1.135,0.7132
25.37,92.8,530.0,40.4,25.8,90.0,1.0,0.0,25.8,37.8,27.2,1.135,0.6816
25.37,92.81,530.0,39.4,25.4,90.0,1.0,0.0,25.4,36.7,27.6,1.137,0.667
25.37,92.82,530.0,39.6,25.0,90.0,1.0,0.0,25.0,36.4,28.0,1.138,0.6693
25.37,92.83,530.0,31.5,24.8,47.9,0.742,0.6704,24.8,36.3,28.4,1.14,0.5484
25.37,92.84,530.0,23.4,24.1,47.9,0.742,0.6704,24.1,35.5,29.5,1.143,0.4163
25.37,92.85,530.0,11.5,24.1,90.0,1.0,0.0,24.1,35.5,29.5,1.143,0.209
25.37,92.86,530.0,8.9,23.9,312.1,-0.742,0.6704,23.9,34.3,30.3,1.15,0.1621
25.37,92.87,530.0,12.0,23.4,270.0,-1.0,-0.0,23.4,32.4,31.5,1.148,0.2176
25.37,92.88,530.0,8.9,23.4,227.9,-0.742,-0.6704,23.4,32.4,31.5,1.148,0.162
25.37,92.89,530.0,10.3,23.5,270.0,-1.0,-0.0,23.5,32.2,31.4,1.141,0.1872
25.37,92.9,530.0,10.8,23.8,270.0,-1.0,-0.0,23.8,33.0,31.0,1.141,0.1963
25.37,92.91,530.0,8.0,24.2,227.9,-0.742,-0.6704,24.2,32.9,31.0,1.142,0.1459
25.37,92.92,530.0,8.4,24.2,312.1,-0.742,0.6704,24.2,32.9,31.0,1.142,0.1532
25.37,92.93,530.0,21.9,23.9,312.1,-0.742,0.6704,23.9,32.4,31.3,1.144,0.3908
25.37,92.94,530.0,28.4,23.9,270.0,-1.0,-0.0,23.9,32.4,31.3,1.144,0.4984
25.37,92.95,530.0,21.9,23.5,227.9,-0.742,-0.6704,23.5,32.5,31.3,1.145,0.3905
25.37,92.96,530.0,19.7,23.4,270.0,-1.0,-0.0,23.4,32.9,30.9,1.154,0.3529
25.37,92.97,530.0,15.2,23.6,270.0,-1.0,-0.0,23.6,32.4,30.8,1.154,0.2746
25.37,92.98,530.0,19.3,23.2,312.1,-0.742,0.6704,23.2,31.7,31.1,1.16,0.3459
25.37,92.99,530.0,25.3,23.3,270.0,-1.0,-0.0,23.3,30.7,31.2,1.161,0.4473
25.37,93.0,530.0,19.3,23.4,227.9,-0.742,-0.6704,23.4,29.9,31.0,1.161,0.346
25.37,93.01,530.0,20.2,23.4,312.1,-0.742,0.6704,23.4,29.9,31.0,1.161,0.3615
25.37,93.02,530.0,26.4,23.7,270.0,-1.0,-0.0,23.7,30.1,30.9,1.149,0.4657
25.37,93.03,530.0,30.2,23.7,270.0,-1.0,-0.0,23.7,30.1,30.9,1.149,0.5269
25.37,93.04,530.0,36.0,24.6,270.0,-1.0,-0.0,24.6,30.8,30.1,1.131,0.6167
25.37,93.05,530.0,28.3,25.4,227.9,-0.742,-0.6704,25.4,30.9,29.4,1.109,0.4982
25.37,93.06,530.0,30.8,26.0,0.0,0.0,1.0,26.0,32.0,28.9,1.095,0.5387
25.37,93.07,258.0,30.8,26.3,0.0,0.0,1.0,26.3,33.0,28.4,1.086,0.539
25.37,93.08,390.0,16.1,26.5,180.0,0.0,-1.0,26.5,33.6,28.3,1.087,0.292
25.37,93.09,275.0,26.8,26.7,270.0,-1.0,-0.0,26.7,35.0,28.0,1.081,0.475
25.37,93.1,381.0,16.5,26.9,270.0,-1.0,-0.0,26.9,36.3,27.7,1.071,0.2993
25.37,93.11,323.0,22.3,26.9,270.0,-1.0,-0.0,26.9,36.3,27.7,1.071,0.3999
25.37,93.12,216.0,31.9,26.9,270.0,-1.0,-0.0,26.9,36.3,27.7,1.072,0.5569
25.37,93.13,338.0,20.8,26.9,270.0,-1.0,-0.0,26.9,36.3,27.7,1.072,0.3742
